tarih,adres,aciklama
27/02/2018,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-okutmanlari-secme-sinavi/icerik/980,Yurt Dışında Görevlendirilecek Okutmanları Seçme Sınavı 
12/12/2019,http://personel.meb.gov.tr/www/2018-yili-engelli-ogretmen-alimi-duyurusu/icerik/794,2018 Yılı Engelli Öğretmen Alımı Duyurusu 
19/02/2018,http://ikgm.meb.gov.tr/www/2018-mart-sozlesmeli-ogretmenlige-basvuru-ve-atama-duyurusu/icerik/792,2018 Mart Sözleşmeli Öğretmenliğe Başvuru Ve Atama Duyurusu 
19/02/2018,http://ikgm.meb.gov.tr/www/milli-egitim-bakanligi-sozlesmeli-bilisim-personeli-giris-sinavi-ilanina-iliskin-duyuru/icerik/791,Millî Eğitim Bakanlığı Sözleşmeli Bilişim Personeli Giriş Sınavı İlanına İlişkin Duyuru 
12/02/2018,http://mtegm.meb.gov.tr/www/yurt-disina-ingilizce-dil-egitimi-gormek-uzere-gonderilecek-atolye-ve-laboratuvar-ogretmenleri-basvuru-kilavuzu/icerik/1946,Yurt Dışına İngilizce Dil Eğitimi Görmek Üzere Gönderilecek Atölye Ve  Laboratuvar Öğretmenleri Başvuru Kılavuzu 
08/02/2018,http://ookgm.meb.gov.tr/www/e-kitap/icerik/1186,Özel Öğrenci Barınma Hizmetleri Yöneticiliği e-kitap 
02/02/2018,http://ikgm.meb.gov.tr/www/milli-egitim-bakanligi-sozlesmeli-bilisim-personeli-giris-sinavi-ilanina-iliskin-duyuru/icerik/791,Milli Eğitim Bakanlığı Sözleşmeli Bilişim Personeli Giriş Sınavı İlanına İlişkin Duyuru 
02/02/2018,http://sgb.meb.gov.tr/www/2018-yili-performans-programi-yayinlanmistir/icerik/289,2018 Yılı Performans Programı Yayınlanmıştır 
29/01/2018,http://ikgm.meb.gov.tr/www/milli-egitim-bakanligi-tasra-teskilati-sube-mudurlugu-icin-gorevde-yukselme-yazili-sinavina-iliskin-duyuru/icerik/790,Milli Eğitim Bakanlığı Taşra Teşkilatı Şube Müdürlüğü İçin Görevde Yükselme Yazılı Sınavına İlişkin Duyuru 
29/01/2018,http://yyegm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenlerin-mesleki-yeterlilik-sinavi-ve-temsil-yetenegi-mulakati-basvuru-suresi-hakkinda-duyuru/icerik/271,Yurt Dışında Görevlendirilecek Öğretmenlerin Mesleki Yeterlilik Sınavı ve Temsil Yeteneği Mülakatı Başvuru Süresi Hakkında Duyuru 
08/02/2018,http://orgm.meb.gov.tr/www/2018-yili-bilim-ve-sanat-merkezleri-ogretmen-secme-ve-atama-kilavuzu-yayimlandi/icerik/996,2018 Yılı Bilim ve Sanat Merkezleri Öğretmen Seçme ve Atama Kılavuzu Yayımlandı 
22/01/2018,http://yyegm.meb.gov.tr/www/2017-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerden-kontenjanlara-yerlesmeye-hak-kazananlarin-belge-teslimi-hakkinda-duyuru/icerik/265,2017 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerden Kontenjanlara Yerleşmeye Hak Kazananların Belge Teslimi Hakkında Duyuru 
19/01/2018,http://oygm.meb.gov.tr/www/ogretmenlerimizle-2023e-projesi-basvurulari-basladi/icerik/529,Öğretmenlerimizle 2023’e Projesi başvuruları başladı 
15/01/2018,http://oygm.meb.gov.tr/www/24-aralik-2017-aks-sinav-sonuc-duyurusu/icerik/528,24 Aralık 2017 AKS Sınav Sonuç Duyurusu 
15/01/2018,http://yyegm.meb.gov.tr/www/2017-ylsy-kurum-kontenjanlari-tercih-sonuclari-aciklanmistir/icerik/262,2017 YLSY - Kurum Kontenjanları Tercih Sonuçları Açıklanmıştır 
12/01/2018,http://yyegm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenlerin-meslek-yeterlilik-sinavi-ve-temsil-yetenegi-mulakati-hakkinda-duyuru/icerik/261,Yurt Dışında Görevlendirilecek Öğretmenlerin Meslekî Yeterlilik Sınavı ve Temsil Yeteneği Mülakatı Hakkında Duyuru 
10/01/2018,http://hbogm.meb.gov.tr/iuo/,Eğitimde İyi Uygulama Örnekleri 
05/01/2018,http://yyegm.meb.gov.tr/www/2017-ylsy-sozlu-sinavda-basarili-olan-adaylarin-osym-tarafindan-kurum-tercihlerinin-alinmasi/icerik/257,2017 YLSY - Sözlü Sınavda Başarılı Olan Adayların ÖSYM Tarafından Kurum Tercihlerinin Alınması 
29/12/2017,http://sgb.meb.gov.tr/www/2018-2019-kamu-ic-kontrol-standartlarina-uyum-eylem-plani-yayinlandi/icerik/287,2018-2019 Kamu İç Kontrol Standartlarına Uyum Eylem Planı Yayınlandı 
20/12/2017,/bilgi-islem-duyuru/duyuru/15242,Bilgi İşlem Duyuru 
20/12/2017,http://yyegm.meb.gov.tr/www/2017-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerin-sozlu-sinav-sonuclari-aciklanmistir/icerik/252,2017 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerin Sözlü Sınav Sonuçları Açıklanmıştır 
20/12/2017,http://yyegm.meb.gov.tr/www/2017-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerin-sozlu-sinav-sonuclari-aciklanmistir/icerik/252,2017 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerin Sözlü Sınav Sonuçları 
19/12/2017,http://oygm.meb.gov.tr/www/bakanligimizca-sinifinda-yabanci-uyruklu-ogrenci-bulunan-ogretmenler-icin-el-kitabi-yayinlandi/icerik/511,Bakanlığımızca “Sınıfında Yabancı Uyruklu Öğrenci Bulunan Öğretmenler İçin El Kitabı” yayınlandı 
18/12/2017,http://ikgm.meb.gov.tr/www/2017-yili-ogretmenlerin-alan-degisikligi-ile-ilgili-aciklama/icerik/767,2017 Yılı Öğretmenlerin Alan Değişikliği İle İlgili Açıklama 
15/12/2017,http://oygm.meb.gov.tr/www/ogretmenlik-meslegi-genel-yeterlikleri/icerik/486,Öğretmenlik Mesleği Genel Yeterlikleri 
13/12/2017,http://abdigm.meb.gov.tr/www/almanca-fransizca-ve-italyanca-konusulan-avrupa-ulkelerinde-gorevlendirilecek-ogretmenlerin-secme-sinavi-2018/icerik/948,"Almanca, Fransızca ve İtalyanca Konuşulan Avrupa Ülkelerinde Görevlendirilecek Öğretmenlerin Seçme Sınavı 2018 "
07/12/2017,http://sgb.meb.gov.tr/www/5egitim-ve-ogretimde-yenilikcilik-odulleri-bakanlik-odulu/icerik/282,5.Eğitim ve Öğretimde Yenilikçilik Ödülleri Bakanlık Ödülü 
06/12/2017,http://oygm.meb.gov.tr/www/ogretmenlik-meslegi-genel-yeterlikleri/icerik/486,Öğretmenlik Mesleği Genel Yeterlikleri 
21/11/2017,http://oygm.meb.gov.tr/www/24-aralik-2017-aks-hakkinda-duyuru/icerik/458,24 Aralık 2017 Adaylık Kaldırma Sınavı (AKS) Ücret Yatırma Süresinin Uzatılması Hakkında Duyuru 
20/11/2017,http://oygm.meb.gov.tr/www/24-aralik-2017-aks-hakkinda-duyuru/icerik/455,24 Aralık 2017 AKS Hakkında Duyuru 
09/11/2017,http://oygm.meb.gov.tr/www/turk-hava-yollarindan-ogretmenlerimize-indirim/icerik/453,Türk Hava Yollarından Öğretmenlerimize İndirim  
07/11/2017,http://yyegm.meb.gov.tr/www/2017-ylsy-yurt-disinda-lisansustu-ogrenim-gormek-uzere-sozlu-sinava-girmeye-hak-kazanan-adaylarin-sozlu-sinav-giris-belgeleri-yayimlanmistir/icerik/243,2017 YLSY - Yurt Dışında Lisansüstü Öğrenim Görmek Üzere Sözlü Sınava Girmeye Hak Kazanan Adayların Sözlü Sınav Giriş Belgeleri Yayımlanmıştır 
02/11/2017,http://oygm.meb.gov.tr/www/tcddden-ogretmenlerimize-indirimli-bilet/icerik/450,TCDD´den Öğretmenlerimize İndirimli Bilet 
31/10/2017,/mill-egitim-bakanligi-teftis-kurulu-baskanligi-bakanlik-maarif-mufettisi-yazili-sinav-ve-mulakat-kapsaminda-sinav-giris-belgesi-duyurusu-sube-muduru-ve-ustu-kadrolarda-asaleten-ve-fiilen-calisanlar-icin/duyuru/14850,Millî Eğitim Bakanlığı  Teftiş Kurulu Başkanlığı Bakanlık Maarif Müfettişi  Yazılı Sınav ve Mülakat Kapsamında (sınav giriş belgesi) Duyurusu  (şube müdürü ve üstü kadrolarda asaleten ve fiilen çalışanlar için) 
27/10/2017,http://oygm.meb.gov.tr/www/adaylik-kaldirma-sinavi-aks-kilavuzu-24-aralik-2017/icerik/448,Adaylık Kaldırma Sınavı (AKS) Kılavuzu (24 Aralık 2017) 
16/10/2017,/mill-egitim-bakanligi-teftis-kurulu-baskanligi-bakanlik-maarif-mufettisi-yazili-sinav-basvuru-duyurusu/duyuru/14740,Millî Eğitim Bakanlığı Teftiş Kurulu Başkanlığı Bakanlık Maarif Müfettişi Yazılı Sınav Başvuru Duyurusu  
12/10/2017,/mill-egitim-bakanligi-teftis-kurulu-baskanligi-bakanlik-maarif-mufettisi-yazili-sinav-ve-mulakat-duyurusu/duyuru/14731,Millî Eğitim Bakanlığı Teftiş Kurulu Başkanlığı Bakanlık Maarif Müfettişi Yazılı Sınav ve Mülakat Duyurusu  
10/10/2017,http://www.meb.gov.tr/sinavlar/dokumanlar/2017/TODAIYE_GYS.pdf,Türkiye ve Orta Doğu Amme İdaresi Enstitüsü Görevde Yükselme Sınav Uygulama Duyurusu 
10/10/2017,/mill-egitim-bakanligi-teftis-kurulu-baskanligi-bakanlik-maarif-mufettisi-mulakat-duyurusu/duyuru/14695,Millî Eğitim Bakanlığı Teftiş Kurulu Başkanlığı Bakanlık Maarif Müfettişi  Mülakat Duyurusu  
05/10/2017,http://sgb.meb.gov.tr/www/egitim-ve-ogretimde-yenilikcilik-odulleri-bolgesel-odulune-layik-gorulen-calismalar/icerik/276,Eğitim ve Öğretimde Yenilikçilik Ödülleri Bölgesel Ödülüne Layık Görülen Çalışmalar 
05/10/2017,http://yyegm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenlerin-temsil-yetenegi-sinavi-hakkinda-duyuru/icerik/235,Yurt Dışında Görevlendirilecek Öğretmenlerin Temsil Yeteneği Sınavı Hakkında Duyuru 
29/09/2017,http://yyegm.meb.gov.tr/www/2017-ylsy-basvurulari-baslamistir/icerik/232,2017 YLSY Başvuruları Başlamıştır 
22/09/2017,http://www.meb.gov.tr/sinavlar/sorgu/diger/Ss/2017/burs_kazanan_ogretmenler_2017_kdrf/Ss_Frm.asp,2017-2018 Eğitim Öğretim Yılı Öğretmenlik Bursları Sonuçları 
15/09/2017,http://basvurular.meb.gov.tr/bsv2_4/ookeod/eod/sonuc.aspx?prm=sonuc,"2017 - 2018 Dönemi, Eğitim Öğretim Desteği Yerleştirme Sonuçları için tıklayınız "
15/09/2017,/ohal-islemleri-inceleme-basvurulari/duyuru/14480,Ohal İşlemleri İnceleme Başvuruları 
14/09/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-eylul-il-ici-ve-iller-arasi-istege-bagli-yer-degistirme-sonuclari/icerik/756,Öğretmenlerin 2017 Eylül İl İçi Ve İller Arası İsteğe Bağlı Yer Değiştirme Sonuçları 
14/09/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-yili-zorunlu-calisma-yukumlulugune-bagli-yer-degistirme-sonuclari/icerik/757,Öğretmenlerin 2017 Yılı Zorunlu Çalışma Yükümlülüğüne Bağlı Yer Değiştirme Sonuçları 
12/09/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-eylul-il-ici-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-duyurusu/icerik/755,"Öğretmenlerin 2017 Eylül İl İçi Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Yer Değiştirme Duyurusu "
09/09/2017,http://ogm.meb.gov.tr/www/ortaogretime-uyum-programi-2017-2018-egitim-ogretim-yili-baslangicinda-ortaogretim-kurumlarinda-uygulanacaktir/icerik/594,2017-2018 Eğitim Öğretim Yılı Ortaöğretime Uyum Programı 
08/09/2017,http://sgb.meb.gov.tr/www/icerik_goruntule.php?KNO=270,Milli Eğitim İstatistikleri Örgün Eğitim 2016/2017 Yılı 
07/09/2017,http://basvurular.meb.gov.tr/bsv2_4/ookeod/default.aspx,Eğitim ve Öğretim Desteği Sorgulama ve Tercih İşlemleri  İçin Tıklayınız  
05/09/2017,http://ikgm.meb.gov.tr/www/eylul-mazerete-bagli-ek-atama-sonuclari/icerik/752,Eylül Mazerete Bağlı Ek Atama Sonuçları 
05/09/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-eylul-il-ici-ve-iller-arasi-istege-bagli-yer-degistirme-duyurusu/icerik/751,Öğretmenlerin 2017 Eylül İl İçi Ve İller Arası İsteğe Bağlı Yer Değiştirme Duyurusu 
26/08/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-yili-yaz-tatili-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-sonuclari/icerik/749,"Öğretmenlerin 2017 Yılı Yaz Tatili Aile Birliği, Sağlık, Can Güvenliği Mazeretleri ve Engellilik Durumu ile Diğer Nedenlere Bağlı Yer Değiştirme Sonuçları "
15/08/2017,http://www.meb.gov.tr/sinavlar/dokumanlar/2017/mtegm.pdf,Mesleki ve Teknik Eğitim Genel Müdürlüğü Yurt Dışına İngilizce Dil Eğitimi Görmek Üzere Gönderilecek Atölye ve Laboratuvar Dersleri Öğretmenleri Arasından  Sözlü Sınav Sonucunda Başarılı Olan Aday Listesi 
04/08/2017,http://www.meb.gov.tr/meb_iys_dosyalar/2017_08/10183748_mtegm_sozlu_sinav_listesi.pdf,Mesleki ve Teknik Eğitim Genel Müdürlüğünce Yurt Dışına İngilizce Dil Eğitimi Görmek Üzere Gönderilecek Atölye ve Laboratuvar Dersleri Öğretmenleri Arasından Sözlü Sınava Girmeye Hak Kazanan Güncellenmiş Aday Listesi 
04/08/2017,http://oygm.meb.gov.tr/www/19072017-tarihinde-atamasi-yapilan-sozlesmeli-aday-ogretmenlerin-yetistirme-programi/icerik/433,19/07/2017 Tarihinde Ataması Yapılan Sözleşmeli Aday Öğretmenlerin Yetiştirme Programı 
27/07/2017,http://abdigm.meb.gov.tr/www/avrupa-ulkelerinde-ve-bati-trakyada-gorevlendirilecek-ogretmenlerin-yurt-disi-goreve-uyum-semineri/icerik/898,Avrupa Ülkelerinde ve Batı Trakya’da Görevlendirilecek Öğretmenlerin Yurt Dışı Göreve Uyum Semineri 
20/07/2017,https://yyegm.meb.gov.tr/www/yurt-disi-goreve-uyum-semineri-hakkinda-duyuru/icerik/217,Yurt Dışı Göreve Uyum Semineri Duyurusu 
20/07/2017,http://ikgm.meb.gov.tr/www/tasra-teskilatinda-egitim-ogretim-hizmet-sinifi-disindaki-diger-hizmet-siniflarinda-gorev-yapan-personelin-iller-arasi-istege-bagli-yer-degistirme-sonuclari/icerik/741,Taşra Teşkilatında Eğitim-Öğretim Hizmet Sınıfı Dışındaki Diğer Hizmet Sınıflarında Görev Yapan Personelin İller Arası İsteğe Bağlı Yer Değiştirme Sonuçları 
18/07/2017,http://odsgm.meb.gov.tr/www/acik-ogretim-ortaokulundan-mezun-durumda-olan-ogrenciler-ile-yurtdisinda-ortak-sinavlara-giren-ve-e-okul-sistemine-kayitli-olmayan-ogrencilerin-dikkatine/icerik/270,Açık Öğretim Ortaokulundan Mezun Durumda Olan Öğrenciler İle Yurtdışında Ortak Sınavlara Giren ve e-Okul Sistemine Kayıtlı Olmayan Öğrencilere İlişkin Duyuru 
14/07/2017,http://abdigm.meb.gov.tr/www/yurt-disinda-almanca-ingilizce-fransizca-konusulan-avrupa-ulkeleri-ve-bati-trakyada-gorevlendirilecek-turkce-ve-turk-kulturu-ogretmenlerinin-temsil-yetenegi-mulkat-sonuclari/icerik/896,"Yurt Dışında (Almanca, İngilizce, Fransızca Konuşulan Avrupa Ülkeleri ve Batı Trakya’da) Görevlendirilecek Türkçe ve Türk kültürü Öğretmenlerinin Temsil Yeteneği Mülâkat Sonuçları "
14/07/2017,http://mtegm.meb.gov.tr/www/yurt-disina-ingilizce-dil-egitimi-gormek-uzere-gonderilecek-atolye-ve-laboratuvar-ogretmenleri-basvuru-kilavuzu/icerik/1770,Yurt Dışına İngilizce Dil Eğitimi Görmek Üzere Gönderilecek Atölye ve Laboratuvar Öğretmenleri Başvuru Kılavuzu 
14/07/2017,/yurt-disina-ingilizce-dil-egitimi-gormek-uzere-gonderilecek-atolye-ve-laboratuvar-ogretmenleri-basvuru-kilavuzu/duyuru/14082,Yurt Dışına İngilizce Dil Eğitimi Görmek Üzere Gönderilecek Atölye Ve Laboratuvar Öğretmenleri  Başvuru Kılavuzu 
12/07/2017,http://ikgm.meb.gov.tr/www/ogretmenlerin-2017-yili-yaz-tatili-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-duyurusu/icerik/737,"Öğretmenlerin 2017 Yılı Yaz Tatili Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Yer Değiştirme Duyurus "
10/07/2017,http://ikgm.meb.gov.tr/www/2017-yili-sozlesmeli-ogretmenlik-basvurusu/icerik/736,2017 Yılı Sözleşmeli Öğretmenlik Sözlü Sınavında Başarılı Olan Adayların Eğitim Kurumu Tercih Başvurusu 
10/07/2017,http://yyegm.meb.gov.tr/www/2016-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerinden-kurum-kontenjanlarina-yerlesmeye-hak-kazananlarin-belge-teslimi-hakkinda-duyuru/icerik/214,2016 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerden Kontenjanlara Yerleşmeye Hak Kazananların Belge Teslimi Hakkında Duyuru  
07/07/2017,http://abdigm.meb.gov.tr/ABDIGM/Sinav/2017_temmuz_okutman_sonuc/YD_Ogretmen_Sonuc.aspx,24-25 Mayıs Tarihlerinde Gerçekleştirilen Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Seçme ve Görevlendirme Temsil Yeteneği Mülâkat Sonuçları 
23/06/2017,http://atama.meb.gov.tr/?islemID=213,Öğretmenlerin 2017 Yılı İller Arası İsteğe Ve Zorunlu Çalışma Yükümlülüğüne Bağlı Yer Değiştirme Sonuçları 
23/06/2017,https://ikgm.meb.gov.tr/www/tasra-teskilatinda-egitim-ogretim-hizmet-sinifi-disindaki-diger-hizmet-siniflarinda-gorev-yapan-personelin-iller-arasi-istege-bagli-yer-degistirme-klavuzu/icerik/734,Taşra Teşkilatında Eğitim-Öğretim Hizmet Sınıfı Dışındaki Diğer Hizmet Sınıflarında Görev Yapan Personelin İller Arası İsteğe Bağlı Yer Değiştirme Kılavuzu 
09/06/2017,http://oygm.meb.gov.tr/www/ogretmen-strateji-belgesi-yayimlandi/icerik/406,Öğretmen Strateji Belgesi Yayımlandı 
27/05/2017,http://ikgm.meb.gov.tr/www/2017-yili-ogretmenlerin-il-ici-istege-bagli-yer-degistirme-basvurusu-ile-ilgili-duyuru/icerik/728,2017 Yılı Öğretmenlerin İl İçi İsteğe Bağlı Yer Değiştirme Başvurusu ile ilgili Duyuru 
17/05/2017,http://ikgm.meb.gov.tr/www/2017-yili-ogretmenlerin-atama-ve-yer-degistime-takvimi/icerik/725,2017 Yılı Öğretmenlerin Atama ve Yer Değiştime Takvimi 
15/05/2017,http://sgb.meb.gov.tr/www/egitim-ve-ogretimde-yenilikcilik-odulleri-2016-2017-ogretim-yili-saha-ziyaretine-kalma-basarisi-gosteren-kurumlar/icerik/260,Eğitim Ve Öğretimde Yenilikçilik Ödülleri 2016-2017 Öğretim Yılı Saha Ziyaretine Kalma Başarısı Gösteren Kurumlar 
11/05/2017,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-okutmanlari-secme-sinavina-katilacak-aday-listesi/icerik/874,Yurt Dışında Görevlendirilecek Okutmanları Seçme Sınavına Katılacak Aday Listesi 
28/04/2017,http://abdigm.meb.gov.tr/ABDIGM/Sinav/YD_Ogretmen_Sonuc.aspx,"Yurtdışında Görevlendirilecek Öğretmenlerin Mülakat Programı (Almanca, Fransızca, İtalyanca Konuşulan Ülkeler, İngilizce Dil Belgesinin İstendiği Ülkeler ve Batı Trakya ) "
28/04/2017,http://ikgm.meb.gov.tr/www/2017-yili-ogretmenlerin-il-ici-istege-bagli-yer-degistirme-duyurusu/icerik/722,2017 Yılı Öğretmenlerin İl İçi İsteğe Bağlı Yer Değiştirme Duyurusu 
21/04/2017,http://yyegm.meb.gov.tr/www/2016-ylsy-sozlu-sinavda-basarili-olan-adaylarin-osym-tarafindan-kurum-tercihlerinin-alinmasi/icerik/202,2016 YLSY - Sözlü Sınavda Başarılı Olan Adayların ÖSYM Tarafından Kurum Tercihlerinin Alınması 
19/04/2017,https://pertem.kkk.tsk.tr/tanitim/,Millî Savunma Üniversitesi Harp Okullarına ve Astsubay Meslek Yüksek Okullarına  Başvuru Duyurusu 
18/04/2017,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,İtalya Hükûmeti 2017-2018 Bursları 
14/04/2017,http://sgb.meb.gov.tr/www/egitim-ve-ogretimde-yenilikcilik-odulleri-basvurulari-baslamistir/icerik/259,Eğitim Ve Öğretimde Yenilikçilik Ödülleri Başvuruları Başlamıştır 
07/04/2017,http://atama.meb.gov.tr/?islemID=210,Sözleşmeli Öğretmenliğe Ek Atama Sonuçları 
05/04/2017,http://ikgm.meb.gov.tr/meb_iys_dosyalar/2017_04/05172742_1_2017_ENGELLY_YYRETMEN_ATAMASI.pdf,2017 Engelli Öğretmen Atamasına İlişkin Duyuru 
03/04/2017,http://ikgm.meb.gov.tr/www/2017-engelli-ogretmen-alimi-sonuclari/icerik/715,2017 Engelli Öğretmen Alımı Sonuçları 
31/03/2017,https://sgb.meb.gov.tr/www/icerik_goruntule.php?KNO=257,Millî Eğitim İstatistikleri Örgün Eğitim 2016-2017 Yılı (1. Dönem) 
28/03/2017,/kurum-standartlari-ogrenci-ve-veli-girisleri/duyuru/13271,Kurum Standartları Öğrenci ve Veli Girişleri 
22/03/2017,http://yyegm.meb.gov.tr/www/2016-ylsy-yurt-disina-lisansustu-ogrenim-gormek-uzere-gonderilecek-ogrencilerin-sozlu-sinav-sonuclari-aciklanmistir/icerik/194,2016 YLSY - Yurt Dışına Lisansüstü Öğrenim Görmek Üzere Gönderilecek Öğrencilerin Sözlü Sınav Sonuçları Açıklanmıştır 
21/03/2017,/9-18032017-tarihlerinde-sivas-kanal-58-ve-vizyon-58-tv-kanallarinda-gerceklestirilen-canli-yayinlarda-izleyiciler-tarafindan-yonlendirilen-sorular-ve-cevaplari/duyuru/13214,9-18.03.2017 Tarihlerinde Sivas Kanal 58 ve Vizyon 58 TV Kanallarında Gerçekleştirilen Canlı Yayınlarda İzleyiciler Tarafından Yönlendirilen Sorular ve Cevapları 
20/03/2017,http://abdigm.meb.gov.tr/www/yabanci-hukumet-burslari-genel-sartlar/icerik/246,Yunanistan Hükümeti Burs Duyurusu 2017-2018 
16/03/2017,http://sgb.meb.gov.tr/meb_iys_dosyalar/2017_03/16192204_DYP2017.pdf,Millî Eğitim Bakanlığı 2017 – 2019 Yılı Devlet Yatırım Programı Detay Dağılımı 
16/03/2017,http://ikgm.meb.gov.tr/www/subat-2017-engelli-ogretmen-alimi-tercih-islemleri-ile-ilgili-duyuru/icerik/709,Şubat 2017 Engelli Öğretmen Alımı Tercih İşlemleri ile ilgili Duyuru 
14/03/2017,http://orgm.meb.gov.tr/www/fikirler-yarissin-engeller-asilsin-2-ozel-egitim-materyal-ve-etkinlik-yarismasi-kilavuzu-yayimlandi/icerik/839,Fikirler Yarışsın Engeller Aşılsın 2. Özel Eğitim Materyal ve Etkinlik Yarışması Kılavuzu Yayımlandı 
14/03/2017,http://abdigm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretim-uyesiogretim-gorevlisiokutman-secme-sinavi-2017/icerik/841,Yurt Dışında Görevlendirilecek Öğretim Üyesi/Öğretim Görevlisi/Okutman Seçme Sınavı 2017 
13/03/2017,http://yyegm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenlerin-meslek-yeterlilik-sinavi-giris-belgeleri-yayimlanmistir/icerik/192,Yurt Dışında Görevlendirilecek Öğretmenlerin Meslekî Yeterlilik Sınavı Giriş Belgeleri Yayımlanmıştır 
13/03/2017,http://sgb.meb.gov.tr/www/2016-2017-egitim-ve-ogretimde-yenilikcilik-odulleri-degerlendirici-basvurulari-basladi/icerik/255,2016-2017 Eğitim ve Öğretimde Yenilikçilik Ödülleri Değerlendirici Başvuruları Başladı 
13/03/2017,http://sgb.meb.gov.tr/www/2015-2016-egitim-ve-ogretimde-yenilikcilik-odulu-alan-calismalar-kitabi-yayimlandi/icerik/254,“2015-2016 Eğitim Ve Öğretimde Yenilikçilik Ödülü Alan Çalışmalar” Kitabı Yayımlandı 
02/03/2017,http://abdigm.meb.gov.tr/www/almanca-fransizca-ve-italyanca-konusulan-avrupa-ulkelerinde-gorevlendirilecek-ogretmenlerin-secme-sinavi-2017/icerik/835,"Almanca, Fransızca ve İtalyanca Konuşulan Avrupa Ülkelerinde Görevlendirilecek Öğretmenlerin Seçme Sınavı (2017) "
17/02/2017,http://ikgm.meb.gov.tr/meb_iys_dosyalar/2017_02/20135938_2017_SYzleYmeli_YYretmen_AlYmY.pdf,Sözleşmeli Öğretmenliğe Başvuru ve Atama Duyurusu 
15/02/2017,http://yyegm.meb.gov.tr/www/yurt-disinda-gorevlendirilecek-ogretmenlerin-mesleki-yeterlilik-sinavi-ve-temsil-yetenegi-mulakati-hakkinda-duyuru/icerik/184,Yurt Dışında Görevlendirilecek Öğretmenlerin Mesleki Yeterlilik Sınavı ve Temsil Yeteneği Mülakatı Hakkında Duyuru 
13/02/2017,http://oygm.meb.gov.tr/www/aday-ogretmenlikte-asli-ogretmenlige-gecis-sinavi-ile-ilgili-dikkat-edilecek-hususlar/icerik/391,Aday Öğretmenlikte Asli Öğretmenliğe Geçiş Sınavı İle İlgili Dikkat Edilecek Hususlar 
07/02/2017,http://oygm.meb.gov.tr/www/asli-ogretmenlige-gecis-sinav-kilavuzu-19-mart-2017/icerik/389,Asli Öğretmenliğe Geçiş Sınavı Kılavuzu  
30/01/2017,http://sgb.meb.gov.tr/meb_iys_dosyalar/2017_01/30154029_2017_YYlY_Performans_ProgramY.pdf,Millî Eğitim Bakanlığı 2017 Yılı Performans Programı  
20/01/2017,https://ikgm.meb.gov.tr/www/2017-ocak-ayi-ogretmenlerin-aile-birligi-saglik-can-guvenligi-mazeretleri-ve-engellilik-durumu-ile-diger-nedenlere-bagli-yer-degistirme-sonuclari/icerik/700,"2017 Ocak Ayı Öğretmenlerin Aile Birliği, Sağlık, Can Güvenliği Mazeretleri Ve Engellilik Durumu İle Diğer Nedenlere Bağlı Yer Değiştirme Sonuçları "
17/01/2017,http://orgm.meb.gov.tr/www/bilim-ve-sanat-merkezlerine-ogretmen-secme-ve-atama-kilavuzu-yayimlandi/icerik/826,Bilim ve Sanat Merkezlerine Öğretmen Seçme ve Atama Kılavuzu Yayımlandı 
